"Date Time","Electricity"
"12/31/2019, 11:59:00 PM","101209"
"11/30/2019, 11:59:00 PM","116295"
"10/31/2019, 11:59:00 PM","121156"
"9/30/2019, 11:59:00 PM","135669"
"8/31/2019, 11:59:00 PM","151898"
"7/31/2019, 11:59:00 PM","149211"
"6/30/2019, 11:59:00 PM","144446"
"5/31/2019, 11:59:00 PM","132318"
"4/30/2019, 11:59:00 PM","132052"
"3/31/2019, 11:59:00 PM","114277"
"2/28/2019, 11:59:00 PM","94689"
"1/31/2019, 11:59:00 PM","101231"
"12/31/2018, 11:59:00 PM","100829"
"11/30/2018, 11:59:00 PM","113521"
"10/31/2018, 11:59:00 PM","134775"
"9/30/2018, 11:59:00 PM","138268"
"8/31/2018, 11:59:00 PM","160749"
"7/31/2018, 11:59:00 PM","176571"
"6/30/2018, 11:59:00 PM","147035"
"5/31/2018, 11:59:00 PM","135008"
"4/30/2018, 11:59:00 PM","118472"
"3/31/2018, 11:59:00 PM","110731"
"2/28/2018, 11:59:00 PM","83721"
"1/31/2018, 11:59:00 PM","82838"
"12/31/2017, 11:59:00 PM","84229"
"11/30/2017, 11:59:00 PM","91269"
"10/31/2017, 11:59:00 PM","113110"
"9/30/2017, 11:59:00 PM","128747"
"8/31/2017, 11:59:00 PM","153516"
"7/31/2017, 11:59:00 PM","132527"
"6/30/2017, 11:59:00 PM","123368"
"5/31/2017, 11:59:00 PM","110504"
"4/30/2017, 11:59:00 PM","91258"
"3/31/2017, 11:59:00 PM","94919"
"2/28/2017, 11:59:00 PM","81939"
"1/31/2017, 11:59:00 PM","83359"
"12/31/2016, 11:59:00 PM","81895"
"11/30/2016, 11:59:00 PM","92750"
"10/31/2016, 11:59:00 PM","113003"
"9/30/2016, 11:59:00 PM","117604"
"8/31/2016, 11:59:00 PM","126881"
"7/31/2016, 11:59:00 PM","130617"
"6/30/2016, 11:59:00 PM","116215"
"5/31/2016, 11:59:00 PM","114529"
"4/30/2016, 11:59:00 PM","101596"
"3/31/2016, 11:59:00 PM","96716"
"2/29/2016, 11:59:00 PM","81867"
"1/31/2016, 11:59:00 PM","72632"
"12/31/2015, 11:59:00 PM","71187"
"11/30/2015, 11:59:00 PM","79523"
"10/31/2015, 11:59:00 PM","111415"
"9/30/2015, 11:59:00 PM","113634"
"8/31/2015, 11:59:00 PM","127114"
"7/31/2015, 11:59:00 PM","154870"
"6/30/2015, 11:59:00 PM","127857"
"5/31/2015, 11:59:00 PM","102882"
"4/30/2015, 11:59:00 PM","93091"
"3/31/2015, 11:59:00 PM","102352"
"2/28/2015, 11:59:00 PM","78924"
"1/31/2015, 11:59:00 PM","76239"
"12/31/2014, 11:59:00 PM","2560.39624"
"11/30/2014, 11:59:00 PM","9361.678"
"10/31/2014, 11:59:00 PM","15952.7041"
"9/30/2014, 11:59:00 PM","22753.9863"
"8/31/2014, 11:59:00 PM","29335.8711"
"7/31/2014, 11:59:00 PM","36137.1523"
"6/30/2014, 11:59:00 PM","42938.4336"
"5/31/2014, 11:59:00 PM","49520.32"
"4/30/2014, 11:59:00 PM","56321.6"
"3/31/2014, 11:59:00 PM","62903.4844"
"2/28/2014, 11:59:00 PM","69695.625"
"1/31/2014, 11:59:00 PM","75838.72"
"12/31/2013, 11:59:00 PM","82640"
"11/30/2013, 11:59:00 PM","86281"
"10/31/2013, 11:59:00 PM","101043"
"9/30/2013, 11:59:00 PM","117407"
"8/31/2013, 11:59:00 PM","131207"
"7/31/2013, 11:59:00 PM","131114"
"6/30/2013, 11:59:00 PM","123208"
"5/31/2013, 11:59:00 PM","85919"
"4/30/2013, 11:59:00 PM","90584"
"3/31/2013, 11:59:00 PM","83452"
"2/28/2013, 11:59:00 PM","69678"
