"Date Time","Electricity"
"12/31/2019, 11:59:00 PM","69921"
"11/30/2019, 11:59:00 PM","57687"
"10/31/2019, 11:59:00 PM","46348"
"9/30/2019, 11:59:00 PM","36782"
"8/31/2019, 11:59:00 PM","39694"
"7/31/2019, 11:59:00 PM","39824"
"6/30/2019, 11:59:00 PM","38644"
"5/31/2019, 11:59:00 PM","41615"
"4/30/2019, 11:59:00 PM","41133"
"3/31/2019, 11:59:00 PM","53824"
"2/28/2019, 11:59:00 PM","66426"
"1/31/2019, 11:59:00 PM","68402"
"12/31/2018, 11:59:00 PM","71692"
"11/30/2018, 11:59:00 PM","57009"
"10/31/2018, 11:59:00 PM","44544"
"9/30/2018, 11:59:00 PM","38320"
"8/31/2018, 11:59:00 PM","35908"
"7/31/2018, 11:59:00 PM","42242"
"6/30/2018, 11:59:00 PM","40221"
"5/31/2018, 11:59:00 PM","39402"
"4/30/2018, 11:59:00 PM","43969"
"3/31/2018, 11:59:00 PM","60742"
"2/28/2018, 11:59:00 PM","60217"
"1/31/2018, 11:59:00 PM","69754"
"12/31/2017, 11:59:00 PM","79840"
"11/30/2017, 11:59:00 PM","53605"
"10/31/2017, 11:59:00 PM","43471"
"9/30/2017, 11:59:00 PM","38421"
"8/31/2017, 11:59:00 PM","38427"
"7/31/2017, 11:59:00 PM","39401"
"6/30/2017, 11:59:00 PM","39867"
"5/31/2017, 11:59:00 PM","38387"
"4/30/2017, 11:59:00 PM","42172"
"3/31/2017, 11:59:00 PM","49035"
"2/28/2017, 11:59:00 PM","53039"
"1/31/2017, 11:59:00 PM","73771"
"12/31/2016, 11:59:00 PM","75970"
"11/30/2016, 11:59:00 PM","50017"
"10/31/2016, 11:59:00 PM","34734"
"9/30/2016, 11:59:00 PM","33003"
"8/31/2016, 11:59:00 PM","33380"
"7/31/2016, 11:59:00 PM","34176"
"6/30/2016, 11:59:00 PM","36575"
"5/31/2016, 11:59:00 PM","34579"
"4/30/2016, 11:59:00 PM","34952"
"3/31/2016, 11:59:00 PM","41725"
"2/29/2016, 11:59:00 PM","45169"
"1/31/2016, 11:59:00 PM","56677"
"12/31/2015, 11:59:00 PM","48867"
"11/30/2015, 11:59:00 PM","51248"
"10/31/2015, 11:59:00 PM","30790"
"9/30/2015, 11:59:00 PM","30789"
"8/31/2015, 11:59:00 PM","31939"
"7/31/2015, 11:59:00 PM","33081"
"6/30/2015, 11:59:00 PM","32967"
"5/31/2015, 11:59:00 PM","34624"
"4/30/2015, 11:59:00 PM","37067"
"3/31/2015, 11:59:00 PM","38758"
"2/28/2015, 11:59:00 PM","41625"
"1/31/2015, 11:59:00 PM","60636"
"12/31/2014, 11:59:00 PM","2823.56836"
"11/30/2014, 11:59:00 PM","8762.186"
"10/31/2014, 11:59:00 PM","14517.2168"
"9/30/2014, 11:59:00 PM","20455.834"
"8/31/2014, 11:59:00 PM","26202.8828"
"7/31/2014, 11:59:00 PM","32141.502"
"6/30/2014, 11:59:00 PM","38080.1172"
"5/31/2014, 11:59:00 PM","43827.168"
"4/30/2014, 11:59:00 PM","49765.7852"
"3/31/2014, 11:59:00 PM","55512.8359"
"2/28/2014, 11:59:00 PM","61443.47"
"1/31/2014, 11:59:00 PM","66807.38"
"12/31/2013, 11:59:00 PM","72746"
"11/30/2013, 11:59:00 PM","46897"
"10/31/2013, 11:59:00 PM","36259"
"9/30/2013, 11:59:00 PM","29838"
"8/31/2013, 11:59:00 PM","32651"
"7/31/2013, 11:59:00 PM","34259"
"6/30/2013, 11:59:00 PM","31583"
"5/31/2013, 11:59:00 PM","32885"
"4/30/2013, 11:59:00 PM","33719"
"3/31/2013, 11:59:00 PM","43016"
"2/28/2013, 11:59:00 PM","51607"
